PeakID (cmd=TPR1_QuEST_peaks.bed tair10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
R-123	Chr3	17479192	17479705	+	260648	NA	Intergenic	Intergenic	-1155	AT3G47430.1	823897	At.35807	NM_114611		PEX11B	peroxin 11B	peroxisomal membrane protein 11B	protein-coding
R-125	Chr1	22799098	22799931	+	260046	NA	intron (AT1G61740.1, intron 1 of 3)	intron (AT1G61740.1, intron 1 of 3)	1559	AT1G61740.1	842471	At.23611	NM_104856		AT1G61740	T13M11.10|T13M11_10	Sulfite exporter TauE/SafE family protein	protein-coding
R-126	Chr1	12474268	12474987	+	259444	NA	TTS (AT1G34245.1)	TTS (AT1G34245.1)	1759	AT1G34245.1	840324	At.39780	NM_103147		EPF2	EPIDERMAL PATTERNING FACTOR 2	protein EPIDERMAL PATTERNING FACTOR 2	protein-coding
R-129	Chr5	9515402	9515947	+	259444	NA	promoter-TSS (AT5G27030.2)	promoter-TSS (AT5G27030.2)	-267	AT5G27030.2	832761	At.69325	NM_001203480		TPR3	F2P16.14|F2P16_14|TOPLESS-related 3	Topless-related protein 3	protein-coding
R-130	Chr5	766158	766808	+	259444	NA	Intergenic	Intergenic	2374	AT5G03220.1	831902	At.19988	NM_120400		AT5G03220	-	Mediator complex, subunit Med7	protein-coding
R-128	Chr5	22731644	22731816	+	259444	NA	promoter-TSS (AT5G56160.1)	promoter-TSS (AT5G56160.1)	-244	AT5G56160.1	835715	At.29403	NM_124998		AT5G56160	MDA7.22|MDA7_22	sec14p-like phosphatidylinositol transfer-like protein	protein-coding
R-127	Chr5	26852622	26853618	+	259444	NA	promoter-TSS (AT5G67300.1)	promoter-TSS (AT5G67300.1)	-902	AT5G67300.1	836865	At.71916	NM_126130		MYBR1	ARABIDOPSIS THALIANA MYB DOMAIN PROTEIN 44|ATMYB44|ATMYBR1|MYB44|myb domain protein r1	transcription factor MYB44	protein-coding
R-131	Chr3	8110971	8111465	+	258842	NA	Intergenic	Intergenic	-1505	AT3G22890.1	821861	At.19053	NM_113189		APS1	ATP sulfurylase 1	ATP sulfurylase 1	protein-coding
R-132	Chr1	23705978	23706515	+	25824	NA	promoter-TSS (AT1G63860.1)	promoter-TSS (AT1G63860.1)	-241	AT1G63860.1	3767624	At.47650	NM_001160971		AT1G63860	T12P18.12	TIR-NBS-LRR class disease resistance protein	protein-coding
R-133	Chr4	10073174	10073944	+	257638	NA	promoter-TSS (AT4G18205.1)	promoter-TSS (AT4G18205.1)	-199	AT4G18205.1	3770304	At.1986	NM_001036587		AT4G18205	AT4G18200	putative purine permease 21	protein-coding
R-135	Chr1	7235595	7236838	+	256434	NA	Intergenic	Intergenic	2448	AT1G20816.1	838673	At.49899	NM_101934		AT1G20816	F2D10.33|F2D10_33	hypothetical protein	protein-coding
R-134	Chr1	27276520	27278881	+	256434	NA	Intergenic	Intergenic	-1383	AT1G72450.1	843577	At.25041	NM_105904		JAZ6	T10D10.8|T10D10_8|TIFY DOMAIN PROTEIN 11B|TIFY11B|jasmonate-zim-domain protein 6	protein TIFY 11B	protein-coding
R-137	Chr2	19019528	19019758	+	254628	NA	promoter-TSS (AT2G46330.2)	promoter-TSS (AT2G46330.2)	-388	AT2G46330.1	819241	At.48601	NM_130196		AGP16	ARABINOGALACTAN PROTEIN 16|ATAGP16|F11C10.2|arabinogalactan protein 16	arabinogalactan protein 16	protein-coding
R-138	Chr2	12107849	12108736	+	254027	NA	Intergenic	Intergenic	4620	AT2G28340.1	817381	At.52951	NM_128393		GATA13	GATA transcription factor 13|T1B3.14|T1B3_14	putative GATA transcription factor 13	protein-coding
R-140	Chr5	18790269	18791842	+	252221	NA	promoter-TSS (AT5G46330.1)	promoter-TSS (AT5G46330.1)	-681	AT5G46330.1	834676	At.29960	NM_124003		FLS2	FLAGELLIN-SENSITIVE 2|MPL12.13|MPL12.8|MPL12_13	LRR receptor-like serine/threonine-protein kinase FLS2	protein-coding
R-139	Chr1	5641019	5641894	+	252221	NA	Intergenic	Intergenic	2424	AT1G16500.1	838220	At.41880	NM_101515		AT1G16500	F3O9.30|F3O9_30	hypothetical protein	protein-coding
R-141	Chr3	10714929	10715622	+	251619	NA	promoter-TSS (AT3G28580.1)	promoter-TSS (AT3G28580.1)	-348	AT3G28580.1	822488	At.42770	NM_113778		AT3G28580	-	AAA-type ATPase family protein	protein-coding
R-142	Chr1	7444323	7445117	+	251017	NA	promoter-TSS (AT1G21270.1)	promoter-TSS (AT1G21270.1)	-211	AT1G21270.1	838723	At.69963	NM_101979		WAK2	F16F4.5|F16F4_5|wall-associated kinase 2	wall-associated receptor kinase 2	protein-coding
R-144	Chr3	6716272	6717138	+	251017	NA	promoter-TSS (AT3G19380.1)	promoter-TSS (AT3G19380.1)	-606	AT3G19380.1	821472	At.5707	NM_112825		PUB25	plant U-box 25	U-box domain-containing protein 25	protein-coding
R-143	Chr5	23849763	23850510	+	251017	NA	Intergenic	Intergenic	-1579	AT5G59080.1	836025	At.27412	NM_125298		AT5G59080	K18B18.8|K18B18_8	hypothetical protein	protein-coding
R-145	Chr4	10288365	10288883	+	250415	NA	TTS (AT4G18700.1)	TTS (AT4G18700.1)	2226	AT4G18700.1	827604	At.2691	NM_117986		CIPK12	ATWL4|CBL-interacting protein kinase 12|F28A21.110|F28A21_110|SNF1-RELATED PROTEIN KINASE 3.9|SnRK3.9|WL4|WPL4-LIKE 4	CBL-interacting serine/threonine-protein kinase 12	protein-coding
R-147	Chr2	16642918	16643091	+	249813	NA	promoter-TSS (AT2G39870.1)	promoter-TSS (AT2G39870.1)	-377	AT2G39870.1	818574	At.24826	NM_129545		AT2G39870	T28M21.3|T28M21_3	hypothetical protein	protein-coding
R-146	Chr1	8384347	8385349	+	249813	NA	promoter-TSS (AT1G23710.1)	promoter-TSS (AT1G23710.1)	-403	AT1G23710.1	838981	At.10942	NM_102219		AT1G23710	F5O8.26|F5O8_26	hypothetical protein	protein-coding
R-148	Chr1	8909587	8910064	+	248007	NA	promoter-TSS (AT1G25390.1)	promoter-TSS (AT1G25390.1)	-971	AT1G25390.1	839125	At.17321	NM_102350		AT1G25390	F2J7.14|F2J7_14	protein kinase-like protein	protein-coding
R-149	Chr5	3400291	3400544	+	247405	NA	TTS (AT5G10760.1)	TTS (AT5G10760.1)	1466	AT5G10750.1	830942	At.69170	NM_121113		AT5G10750	MAJ23.2	hypothetical protein	protein-coding
R-150	Chr3	17977216	17978011	+	246201	NA	promoter-TSS (AT3G48520.1)	promoter-TSS (AT3G48520.1)	-943	AT3G48520.1	824011	At.43897	NM_114710		CYP94B3	cytochrome P450|family 94|polypeptide 3|subfamily B	cytochrome P450, family 94, subfamily B, polypeptide 3	protein-coding
R-151	Chr5	7230400	7231177	+	244395	NA	TTS (AT5G21482.1)	TTS (AT5G21482.1)	4061	AT5G21482.1	832248	At.16886	NM_180532		CKX7	ARABIDOPSIS THALIANA CYTOKININ OXIDASE 5|ATCKX5|cytokinin oxidase 7	cytokinin dehydrogenase 7	protein-coding
R-152	Chr3	2015492	2016340	+	243191	NA	promoter-TSS (AT3G06510.1)	promoter-TSS (AT3G06510.1)	-414	AT3G06510.1	819829	At.11886	NM_001125119		SFR2	ATSFR2|F5E6.16|F5E6_16|SENSITIVE TO FREEZING 2	beta-glucosidase-like SFR2	protein-coding
R-154	Chr1	26694447	26695378	+	241987	NA	TTS (AT1G70780.1)	TTS (AT1G70780.1)	1480	AT1G70782.1	6240580	At.75497	NM_001124106		CPuORF28	conserved peptide upstream open reading frame 28	conserved peptide upstream open reading frame 28	protein-coding
R-153	Chr1	29337616	29338629	+	241987	NA	promoter-TSS (AT1G78020.1)	promoter-TSS (AT1G78020.1)	-571	AT1G78020.1	844137	At.16526	NM_106451		AT1G78020	F28K19.24|F28K19_24	hypothetical protein	protein-coding
R-155	Chr5	388471	389165	+	241987	NA	promoter-TSS (AT5G02020.2)	promoter-TSS (AT5G02020.2)	10	AT5G02021.1	6240936	At.73449	NM_001125682		AT5G02021	-	hypothetical protein	protein-coding
R-159	Chr4	12394827	12395668	+	241385	NA	Intergenic	Intergenic	-1265	AT4G23810.1	828481	At.71059	NM_118512		WRKY53	ATWRKY53|T32A16.2	putative WRKY transcription factor 53	protein-coding
R-160	Chr4	8687767	8688287	+	241385	NA	promoter-TSS (AT4G15233.1)	promoter-TSS (AT4G15233.1)	-262	AT4G15233.2	827188	At.54333	NM_001203808		AT4G15233	-	ABC transporter G family member 42	protein-coding
R-156	Chr1	10247487	10247984	+	241385	NA	TTS (AT1G29300.1)	TTS (AT1G29300.1)	1859	AT1G29300.1	839804	At.40767	NM_102670		UNE1	F28N24.3|F28N24_3|unfertilized embryo sac 1	hypothetical protein	protein-coding
R-161	Chr2	15148920	15149277	+	241385	NA	promoter-TSS (AT2G36070.1)	promoter-TSS (AT2G36070.1)	-967	AT2G36070.1	818180	At.37595	NM_129166		TIM44-2	ATTIM44-2|F11F19.2|F11F19_2|translocase inner membrane subunit 44-2	translocase inner membrane subunit 44-2	protein-coding
R-157	Chr1	2926996	2927651	+	241385	NA	promoter-TSS (AT1G09070.1)	promoter-TSS (AT1G09070.1)	-380	AT1G09070.1	837428	At.74046	NM_100778		SRC2	(AT)SRC2|F7G19.6|F7G19_6|SOYBEAN GENE REGULATED BY COLD-2|soybean gene regulated by cold-2	hypothetical protein	protein-coding
R-162	Chr1	10450115	10450684	+	240783	NA	TTS (AT1G29850.3)	TTS (AT1G29850.3)	2645	AT1G29850.2	839863	At.22177	NM_001160912		AT1G29850	F1N18.11|F1N18_11	double-stranded DNA-binding-like protein	protein-coding
R-163	Chr2	18004037	18005733	+	240783	NA	TTS (AT2G43330.1)	TTS (AT2G43330.1)	-2812	AT2G43340.1	818935	At.66417	NM_180063		AT2G43340	T1O24.8	hypothetical protein	protein-coding
R-164	Chr2	12280549	12281332	+	240181	NA	Intergenic	Intergenic	-3695	AT2G28630.1	817412	At.26366	NM_128424		KCS12	3-ketoacyl-CoA synthase 12|T8O18.8|T8O18_8	3-ketoacyl-CoA synthase 12	protein-coding
R-165	Chr1	5945353	5946088	+	23958	NA	Intergenic	Intergenic	-1044	AT1G17360.1	838308	At.51648	NM_101597		AT1G17360	F28G4.18|F28G4_18	hypothetical protein	protein-coding
R-166	Chr4	13907924	13908119	+	23958	NA	TTS (AT4G27940.1)	TTS (AT4G27940.1)	2838	AT4G27950.1	828908	At.49716	NM_118933		CRF4	T13J8.60|T13J8_60|cytokinin response factor 4	ethylene-responsive transcription factor CRF4	protein-coding
R-168	Chr1	3758751	3759071	+	238978	NA	TTS (AT1G11220.1)	TTS (AT1G11220.1)	-1913	AT1G11210.1	837662	At.11566	NM_100993		AT1G11210	-	hypothetical protein	protein-coding
R-169	Chr3	5840143	5841307	+	238978	NA	promoter-TSS (AT3G17120.2)	promoter-TSS (AT3G17120.2)	-371	AT3G17120.1	820969	At.38788	NM_112588		AT3G17120	-	hypothetical protein	protein-coding
R-170	Chr5	2398935	2399790	+	238376	NA	promoter-TSS (AT5G07580.1)	promoter-TSS (AT5G07580.1)	-142	AT5G07580.1	830651	At.26419	NM_120840		AT5G07580	MBK20.1	ERF/AP2 transcription factor	protein-coding
R-172	Chr3	22911615	22911938	+	237774	NA	Intergenic	Intergenic	3549	AT3G61890.1	825362	At.25517	NM_116054		HB-12	ARABIDOPSIS THALIANA HOMEOBOX 12|ATHB-12|ATHB12|homeobox 12	homeobox-leucine zipper protein ATHB-12	protein-coding
R-171	Chr5	2982858	2983640	+	237774	NA	TTS (AT5G09620.1)	TTS (AT5G09620.1)	2093	AT5G09610.1	830820	At.54788	NM_120998		PUM21	APUM21|F17I14.200|F17I14_200|pumilio 21	pumilio 21	protein-coding
R-176	Chr5	10799442	10800057	+	23657	NA	Intergenic	Intergenic	-1527	AT5G28770.2	832990	At.15754	NM_001036885		BZO2H3	Arabidopsis thaliana basic leucine zipper 63|AtbZIP63|T32B20.4|T32B20_4	bZIP transcription factor-like protein	protein-coding
R-174	Chr1	8598366	8599273	+	23657	NA	Intergenic	Intergenic	-1646	AT1G24265.2	839041	At.28438	NM_001198153		AT1G24265	-	hypothetical protein	protein-coding
R-175	Chr5	17843526	17843853	+	23657	NA	promoter-TSS (AT5G44290.3)	promoter-TSS (AT5G44290.3)	-11	AT5G44290.1	834452	At.8536	NM_001036932		AT5G44290	K9L2.5|K9L2_5	protein kinase-like protein	protein-coding
R-179	Chr4	11172109	11172757	+	235968	NA	promoter-TSS (AT4G20860.1)	promoter-TSS (AT4G20860.1)	-189	AT4G20860.1	827834	At.3572	NM_118204		AT4G20860	T13K14.20|T13K14_20	FAD-binding and BBE domain-containing protein	protein-coding
R-178	Chr4	12143618	12144394	+	235968	NA	promoter-TSS (AT4G23190.1)	promoter-TSS (AT4G23190.1)	-173	AT4G23190.1	828418	At.50	NM_118448		CRK11	AT-RLK3|F21P8.80|F21P8_80|RECEPTOR LIKE PROTEIN KINASE 3|cysteine-rich RLK (RECEPTOR-like protein kinase) 11	cysteine-rich receptor-like protein kinase 11	protein-coding
R-181	Chr5	3508408	3510365	+	234764	NA	promoter-TSS (AT5G11060.1)	promoter-TSS (AT5G11060.1)	-732	AT5G11060.1	830973	At.5377	NM_121144		KNAT4	KNOTTED1-like homeobox gene 4|T5K6.50|T5K6_50	homeobox protein knotted-1-like 4	protein-coding
R-180	Chr5	26732570	26732764	+	234764	NA	promoter-TSS (AT5G66950.1)	promoter-TSS (AT5G66950.1)	-222	AT5G66950.1	836829	At.26471	NM_126094		AT5G66950	K8A10.2|K8A10_2	catalytic/ pyridoxal phosphate binding protein	protein-coding
R-183	Chr3	5645831	5646674	+	234162	NA	TTS (AT3G16570.1)	TTS (AT3G16570.1)	1554	AT3G16570.1	820907	At.24650	NM_112530		RALF23	ARABIDOPSIS RAPID ALKALINIZATION FACTOR 23|ATRALF23|rapid alkalinization factor 23	rapid alkalinization factor 23	protein-coding
R-184	Chr2	13645397	13646761	+	234162	NA	TTS (AT2G32090.2)	TTS (AT2G32090.2)	1452	AT2G32090.2	817769	At.20803	NM_128769		AT2G32090	F22D22.16|F22D22_16	lactoylglutathione lyase / glyoxalase I-like protein	protein-coding
R-182	Chr4	11745429	11746746	+	234162	NA	TTS (AT4G22200.1)	TTS (AT4G22200.1)	-2769	AT4G22190.1	828310	At.1969	NM_118341		AT4G22190	T10I14.20|T10I14_20	hypothetical protein	protein-coding
R-187	Chr3	22744046	22744858	+	23356	NA	Intergenic	Intergenic	-1201	AT3G61470.1	825320	At.55066	NM_116012		LHCA2	LHCI-680|photosystem I light harvesting complex gene 2	photosystem I light harvesting complex protein	protein-coding
R-185	Chr1	26042993	26043590	+	23356	NA	promoter-TSS (AT1G69270.1)	promoter-TSS (AT1G69270.1)	-589	AT1G69270.1	843258	At.74142	NM_105594		RPK1	F4N2.27|F4N2_27|RECEPTOR-LIKE PROTEIN KINASE 1|receptor-like protein kinase 1	putative LRR receptor-like serine/threonine-protein kinase RPK1	protein-coding
R-186	Chr1	24831065	24831686	+	23356	NA	TTS (AT1G66553.1)	TTS (AT1G66553.1)	215	AT1G66553.1	6240576	At.73814	NM_001124088		AT1G66553	-	hypothetical protein	protein-coding
R-188	Chr2	18962580	18963100	+	23356	NA	promoter-TSS (AT2G46160.1)	promoter-TSS (AT2G46160.1)	-243	AT2G46160.1	819223	At.37022	NM_130178		AT2G46160	T3F17.19	RING-H2 finger protein ATL67	protein-coding
R-189	Chr5	18676763	18677781	+	232958	NA	intron (AT5G46050.1, intron 2 of 4)	intron (AT5G46050.1, intron 2 of 4)	1874	AT5G46050.1	834646	At.27086	NM_123973		PTR3	ARABIDOPSIS THALIANA PEPTIDE TRANSPORTER 3|ATPTR3|MCL19.10|MCL19_10|peptide transporter 3	peptide transporter PTR3-A	protein-coding
R-190	Chr3	10241897	10242122	+	232356	NA	Intergenic	Intergenic	-1746	AT3G27660.1	822388	At.23416	NM_113682		OLEO4	OLE3|OLEOSIN 3|oleosin 4	oleosin 4	protein-coding
R-192	Chr5	26920957	26921700	+	231754	NA	promoter-TSS (AT5G67455.1)	promoter-TSS (AT5G67455.1)	-344	AT5G67455.1	3771575				AT5G67455	67938.TRNA-MET-1	tRNA	tRNA
R-194	Chr5	22665522	22666342	+	231754	NA	TTS (AT5G55960.1)	TTS (AT5G55960.1)	-1303	AT5G55970.2	835695	At.7462	NM_124979		AT5G55970	MDA7.1|MDA7_1	RING/U-box domain-containing protein	protein-coding
R-195	Chr4	18572973	18573237	+	231754	NA	promoter-TSS (AT4G40060.1)	promoter-TSS (AT4G40060.1)	-21	AT4G40060.1	830169	At.20863	NM_120171		HB16	ATHB-16|ATHB16|T5J17.230|T5J17_230|homeobox protein 16	homeobox-leucine zipper protein ATHB-16	protein-coding
R-193	Chr5	25726848	25727015	+	231754	NA	promoter-TSS (AT5G64330.2)	promoter-TSS (AT5G64330.2)	-406	AT5G64330.2	836554	At.71062	NM_001126017		NPH3	JK218|MSJ1.17|MSJ1_17|NON-PHOTOTROPIC HYPOCOTYL 3|ROOT PHOTOTROPISM 3|RPT3	root phototropism protein 3	protein-coding
R-196	Chr3	8308747	8309383	+	231754	NA	promoter-TSS (AT3G23250.2)	promoter-TSS (AT3G23250.2)	-144	AT3G23250.1	821904	At.5348	NM_001035670		MYB15	ATMYB15|ATY19|MYB DOMAIN PROTEIN 15|myb domain protein 15	myb domain protein 15	protein-coding
R-191	Chr1	28144996	28146281	+	231754	NA	promoter-TSS (AT1G74940.1)	promoter-TSS (AT1G74940.1)	-421	AT1G74940.1	843833	At.27584	NM_106152		AT1G74940	F25A4.9|F25A4_9	hypothetical protein	protein-coding
R-197	Chr5	4275400	4276042	+	231152	NA	Intergenic	Intergenic	3661	AT5G13330.1	831174	At.75194	NM_121336		Rap2.6L	T22N19.2|related to AP2 6l	ethylene-responsive transcription factor ERF113	protein-coding
R-198	Chr2	15493413	15493886	+	231152	NA	promoter-TSS (AT2G36900.1)	promoter-TSS (AT2G36900.1)	-827	AT2G36900.2	818264	At.27189	NM_001161088		MEMB11	ATMEMB11|T1J8.8|T1J8_8|membrin 11	golgi SNAP receptor complex member 2	protein-coding
R-199	Chr1	5151263	5151714	+	23055	NA	TTS (AT1G14930.1)	TTS (AT1G14930.1)	1596	AT1G14930.1	838058	At.26212	NM_101362		AT1G14930	F10B6.35|F10B6_35	major latex-related protein	protein-coding
R-201	Chr5	16570914	16571587	+	23055	NA	TTS (AT5G41401.1)	TTS (AT5G41401.1)	939	AT5G41401.1	6240394	At.73374	NM_001125878		AT5G41401	-	hypothetical protein	protein-coding
R-202	Chr2	13231255	13231485	+	23055	NA	Intergenic	Intergenic	-4322	AT2G31080.1	3767983				AT2G31080	T16B12.11|T16B12_11	pseudo	pseudo
R-200	Chr5	26845687	26846636	+	23055	NA	promoter-TSS (AT5G67280.1)	promoter-TSS (AT5G67280.1)	-971	AT5G67280.1	836863	At.7938	NM_126128		RLK	K3G17.4|K3G17_4|receptor-like kinase	receptor-like kinase	protein-coding
R-203	Chr5	5382878	5383208	+	229948	NA	promoter-TSS (AT5G16480.1)	promoter-TSS (AT5G16480.1)	-146	AT5G16480.1	831509	At.31671	NM_121653		AT5G16480	MQK4.21|MQK4_21	tyrosine specific protein phosphatase family protein	protein-coding
R-204	Chr3	6933337	6934863	+	229948	NA	promoter-TSS (AT3G19930.1)	promoter-TSS (AT3G19930.1)	-673	AT3G19930.1	821531	At.187	NM_112883		STP4	ATSTP4|SUGAR TRANSPORTER 4|sugar transporter 4	sugar transport protein 4	protein-coding
R-205	Chr3	8593568	8594711	+	228744	NA	Intergenic	Intergenic	-4426	AT3G23810.1	821964	At.67005	NM_113286		SAHH2	ATSAHH2|S-ADENOSYL-L-HOMOCYSTEINE (SAH) HYDROLASE 2|S-adenosyl-l-homocysteine (SAH) hydrolase 2	adenosylhomocysteinase 2	protein-coding
R-206	Chr2	19057540	19058296	+	228744	NA	promoter-TSS (AT2G46430.1)	promoter-TSS (AT2G46430.1)	-212	AT2G46430.2	819251	At.67271	NM_001125065		CNGC3	ATCNGC3|CNGC3.C|F11C10.12|cyclic nucleotide gated channel 3	cyclic nucleotide gated channel	protein-coding
R-208	Chr3	22077987	22078734	+	228142	NA	promoter-TSS (AT3G59765.1)	promoter-TSS (AT3G59765.1)	-21	AT3G59765.1	5008097				AT3G59765	-	ncRNA	ncRNA
R-207	Chr4	11560537	11561215	+	228142	NA	promoter-TSS (AT4G21760.1)	promoter-TSS (AT4G21760.1)	-353	AT4G21760.1	828264	At.32601	NM_118296		BGLU47	F17L22.220|F17L22_220|beta-glucosidase 47	beta-glucosidase 47	protein-coding
R-209	Chr1	26770732	26770905	+	22754	NA	promoter-TSS (AT1G71000.1)	promoter-TSS (AT1G71000.1)	-707	AT1G71000.1	843439	At.52471	NM_105769		AT1G71000	F15H11.19|F15H11_19	chaperone DnaJ-domain containing protein	protein-coding
R-210	Chr3	6841965	6842593	+	22754	NA	TTS (AT3G19680.1)	TTS (AT3G19680.1)	577	AT3G19690.1	821506	At.75495	NM_112859		AT3G19690	-	putative pathogenesis-related protein	protein-coding
R-211	Chr5	5418793	5420371	+	226938	NA	TTS (AT5G16567.1)	TTS (AT5G16567.1)	691	AT5G16567.1	6240540	At.73426	NM_001125764		AT5G16567	-	hypothetical protein	protein-coding
R-212	Chr5	4431949	4432192	+	226938	NA	promoter-TSS (AT5G13740.1)	promoter-TSS (AT5G13740.1)	-236	AT5G13740.1	831219	At.44340	NM_121377		ZIF1	MSH12.21|MSH12_21|zinc induced facilitator 1	zinc induced facilitator 1 proetin	protein-coding
R-213	Chr1	4532598	4534642	+	225734	NA	Intergenic	Intergenic	-3557	AT1G13250.1	837885	At.22620	NM_101196		GATL3	T6J4.1|T6J4_1|galacturonosyltransferase-like 3	putative galacturonosyltransferase-like 3	protein-coding
R-214	Chr1	27048135	27048710	+	225133	NA	Intergenic	Intergenic	-5758	AT1G71880.1	843519	At.23741	NM_105846		SUC1	ARABIDOPSIS THALIANA SUCROSE-PROTON SYMPORTER 1|ATSUC1|F17M19.3|F17M19_3|SUCROSE-H+ SYMPORTER|sucrose-proton symporter 1	sucrose transport protein SUC1	protein-coding
R-215	Chr1	7037696	7038726	+	224531	NA	TTS (AT1G20330.1)	TTS (AT1G20330.1)	1948	AT1G20330.1	838621	At.71890	NM_101884		SMT2	COTYLEDON VASCULAR PATTERN 1|CVP1|F14O10.7|F14O10_7|FRILL1|FRL1|sterol methyltransferase 2	24-methylenesterol C-methyltransferase 2	protein-coding
R-217	Chr2	12419696	12420692	+	224531	NA	Intergenic	Intergenic	2177	AT2G28920.1	817441	At.52958	NM_128451		AT2G28920	F8N16.21|F8N16_21	RING/U-box domain-containing protein	protein-coding
R-218	Chr4	13022770	13024156	+	223929	NA	promoter-TSS (AT4G25490.1)	promoter-TSS (AT4G25490.1)	-738	AT4G25490.1	828653	At.232	NM_118681		CBF1	ATCBF1|C-repeat/DRE binding factor 1|DRE BINDING PROTEIN 1B|DREB1B|T30C3.11|TRANSCRIPTIONAL ACTIVATOR CBF1	dehydration-responsive element-binding protein 1B	protein-coding
R-220	Chr5	19952681	19953215	+	223327	NA	promoter-TSS (AT5G49215.2)	promoter-TSS (AT5G49215.2)	-539	AT5G49215.2	834981	At.44190	NM_001036966		AT5G49215	-	glycoside hydrolase family 28 protein / polygalacturonase (pectinase) family protein	protein-coding
R-219	Chr1	24348793	24349475	+	223327	NA	promoter-TSS (AT1G65486.1)	promoter-TSS (AT1G65486.1)	-389	AT1G65486.1	6240283	At.47651	NM_001124079		AT1G65486	-	hypothetical protein	protein-coding
R-221	Chr2	15137221	15137567	+	223327	NA	promoter-TSS (AT2G36050.1)	promoter-TSS (AT2G36050.1)	-645	AT2G36050.1	818178	At.14241	NM_129164		OFP15	ARABIDOPSIS THALIANA OVATE FAMILY PROTEIN 15|ATOFP15|F11F19.32|F11F19_32|ovate family protein 15	ovate family protein 15	protein-coding
R-222	Chr1	22632815	22633025	+	222725	NA	promoter-TSS (AT1G61350.1)	promoter-TSS (AT1G61350.1)	-962	AT1G61350.1	842429	At.26275	NM_104816		AT1G61350	T1F9.16|T1F9_16	armadillo/beta-catenin-like repeat-containing protein	protein-coding
R-223	Chr1	28429934	28430419	+	222123	NA	intron (AT1G75710.1, intron 2 of 2)	intron (AT1G75710.1, intron 2 of 2)	1470	AT1G75710.1	843905	At.47595	NM_106222		AT1G75710	F10A5.10|F10A5_10	C2H2-like zinc finger protein	protein-coding
R-224	Chr3	11005191	11005844	+	221521	NA	promoter-TSS (AT3G29000.1)	promoter-TSS (AT3G29000.1)	-262	AT3G29000.1	822540	At.50235	NM_113821		AT3G29000	-	putative calcium-binding protein CML30	protein-coding
R-225	Chr1	6462593	6464017	+	220919	NA	promoter-TSS (AT1G18740.1)	promoter-TSS (AT1G18740.1)	-617	AT1G18740.1	838456	At.20679	NM_101732		AT1G18740	F6A14.15|F6A14_15	hypothetical protein	protein-coding
R-227	Chr2	10136378	10136588	+	220919	NA	intron (AT2G23810.1, intron 1 of 1)	intron (AT2G23810.1, intron 1 of 1)	1078	AT2G23810.1	816913	At.20664	NM_179714		TET8	F27L4.1|F27L4_1|tetraspanin8	tetraspanin8	protein-coding
R-226	Chr2	15817086	15818527	+	220919	NA	promoter-TSS (AT2G37720.1)	promoter-TSS (AT2G37720.1)	-276	AT2G37720.1	818349	At.12799	NM_129328		TBL15	F13M22.22|F13M22_22|TRICHOME BIREFRINGENCE-LIKE 15	trichome birefringence-like 15 protein	protein-coding
R-228	Chr3	17703917	17705446	+	220317	NA	Intergenic	Intergenic	-3848	AT3G47960.1	823951	At.71210	NM_114665		AT3G47960	-	putative peptide/nitrate transporter	protein-coding
R-230	Chr1	27483715	27484687	+	219715	NA	promoter-TSS (AT1G73080.1)	promoter-TSS (AT1G73080.1)	-312	AT1G73080.1	843639	At.20127	NM_105966		PEPR1	ATPEPR1|F3N23.28|F3N23_28|PEP1 RECEPTOR 1|PEP1 receptor 1	leucine-rich repeat receptor-like protein kinase PEPR1	protein-coding
R-232	Chr3	8942632	8943683	+	219715	NA	promoter-TSS (AT3G24518.1)	promoter-TSS (AT3G24518.1)	-669	AT3G24518.2	5008028				AT3G24518	-	ncRNA	ncRNA
R-234	Chr2	19052267	19053034	+	219715	NA	Intergenic	Intergenic	-1036	AT2G46420.1	819250	At.23265	NM_001125064		AT2G46420	F11C10.11	hypothetical protein	protein-coding
R-231	Chr1	10580976	10581800	+	219715	NA	promoter-TSS (AT1G30110.1)	promoter-TSS (AT1G30110.1)	-347	AT1G30110.2	839890	At.43787	NM_001198185		NUDX25	ATNUDX25|T2H7.9|T2H7_9|nudix hydrolase homolog 25	nudix hydrolase 25	protein-coding
